name,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,alignment,good,lawful,race,spells,weapons
9a40de,Urban Bounty Hunter,2018-08-29T01:13:57Z,Rogue 1,Rogue,,1,,9,15,13,19,12,13,9,18,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,N/A,N/A,Half-Elf,,Shortsword|Dagger
3cfb67,Sailor,2018-08-07T18:44:57Z,Bard 10,Bard,College of Glamour,10,Mobile,88,15,12,18,14,16,17,20,Athletics|Acrobatics|Perception|Performance|Persuasion,,N/A,N/A,Aasimar,Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown of Madness*2|Invisibility*2|Bestow Curse*3|LeomundÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5,Rapier|Dagger
40ca29,Sailor,2018-06-01T15:09:06Z,Ranger 7|Rogue 13,Ranger|Rogue,Gloom Stalker|Scout,20,Skulker|Elven Accuracy|Observant|Sharpshooter|Alert,131,15,12,18,12,10,16,8,Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival,,N/A,N/A,Elf,Disguise Self*1|Rope Trick*2,Longbow|Rapier
f6028d,Acolyte,2018-07-10T01:20:19Z,Monk 1,Monk,,1,,9,15,13,17,13,10,14,8,Acrobatics|Stealth|Religion|Insight,,N/A,N/A,Goblin,,Shortsword|Dart|Unarmed Strike
acfca6,Criminal,2018-07-15T14:01:36Z,Rogue 2,Rogue,,2,Skulker,19,16,14,16,16,13,11,13,Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion,,N/A,N/A,Human,,Rapier|Shortbow|Dagger
1b4369,Criminal,2018-07-10T01:19:38Z,Ranger 1,Ranger,,1,,11,16,13,17,12,10,15,8,Athletics|Stealth|Insight|Perception|Survival|Deception,,N/A,N/A,Elf,,Shortsword|Longbow
f74c74,Sage,2018-07-10T01:18:48Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,8,12,8,14,14,14,10,15,Arcana|History|Insight|Persuasion,,N/A,N/A,Gnome,,Dagger
0d8e98,Sage,2018-08-05T21:28:41Z,Wizard 6,Wizard,School of Enchantment,6,,42,13,8,16,13,17,10,13,Arcana|History|Investigation|Insight,,N/A,N/A,Goblin,,Quarterstaff
0420ee,Criminal,2018-07-09T23:06:43Z,Sorcerer 3,Sorcerer,Wild Magic,3,,22,13,8,16,15,8,8,17,Stealth|Insight|Deception|Persuasion,,N/A,N/A,Tiefling,Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2,"Crossbow, Light|Dagger"
83d63d,Noble,2018-07-23T00:13:01Z,Cleric 7,Cleric,Death Domain,7,,52,17,10,18,14,12,18,18,History|Religion|Insight|Deception|Persuasion,Chaotic Good,G,C,Elf,Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4,War pick|Rapier
079dc8,Folk Hero,2018-08-04T22:59:21Z,Barbarian 4|Druid 4,Barbarian|Druid,Path of the Totem Warrior|Circle of the Moon,8,Sentinel,69,14,13,14,14,12,16,8,Athletics|Nature|Animal Handling|Perception|Survival,True Neutral,N,N,Goliath,Druidcraft*0|Mold Earth*0|Shillelagh*0|Goodberry*1|Entangle*1|Ice Knife*1|Speak with Animals*1|Spike Growth*2|Lesser Restoration*2|Pass Without Trace*2,Javelin|Quarterstaff
6007c7,Outlander,2018-06-29T02:59:23Z,Ranger 4,Ranger,Monster Slayer,4,,32,15,10,18,12,10,16,10,Athletics|Nature|Animal Handling|Perception|Survival,,N/A,N/A,Halfling,Protection from Evil and Good*1,Shortsword|Longbow
3fd551,Hermit,2018-06-29T03:02:44Z,Barbarian 4,Barbarian,Path of the Totem Warrior,4,,49,16,18,15,18,8,8,8,Nature|Religion|Medicine|Survival,,N/A,N/A,Dwarf,,Maul|Light hammer
74a32b,Knight,2018-06-29T03:05:16Z,Paladin 4,Paladin,Oath of Vengeance,4,,40,16,16,11,16,12,12,10,Athletics|Religion|Insight|Persuasion,,N/A,N/A,Gnome,Bane*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1,Javelin|Greatsword
5cdb56,Criminal,2018-06-29T02:57:42Z,Rogue 4,Rogue,Arcane Trickster,4,Actor,23,13,10,14,10,16,8,18,Stealth|Arcana|Investigation|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Human,,Rapier|Shortbow|Dagger
6cb093,Charlatan,2018-06-29T03:06:29Z,Bard 4,Bard,College of Glamour,4,,23,14,10,16,10,10,12,19,Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion,,N/A,N/A,Half-Elf,,Rapier|Dagger
4bc2d4,Urban Bounty Hunter,2018-06-29T03:01:08Z,Monk 4,Monk,Way of the Kensei,4,,31,17,10,18,14,11,16,10,Athletics|Acrobatics|Stealth|Insight,,N/A,N/A,Human,,Dart|Unarmed Strike|Whip
dba8b6,Far Traveler,2018-06-29T03:04:00Z,Monk 4,Monk,Way of the Drunken Master,4,Mobile,27,16,10,16,12,11,16,10,Acrobatics|Stealth|Insight|Perception|Performance,,N/A,N/A,Elf,,Shortsword|Dart|Unarmed Strike
5a42e7,Charlatan,2018-08-02T16:54:49Z,Rogue 5,Rogue,Assassin,5,Alert,45,15,8,18,14,12,14,10,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,,N/A,N/A,Human,,"Shortsword|Dagger|Crossbow, Light"
d592dd,Folk Hero,2018-07-01T18:00:43Z,Cleric 6,Cleric,Trickery Domain,6,,72,17,14,13,17,14,16,15,Religion|Animal Handling|Survival|Persuasion,,N/A,N/A,Aasimar,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3,"Mace|Crossbow, Light"
deee47,Guild Artisan,2018-06-01T23:58:26Z,Barbarian 4,Barbarian,Path of the Totem Warrior,4,Animal Handler,45,17,18,10,16,8,9,13,Athletics|Animal Handling|Insight|Perception|Intimidation|Persuasion,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin|Battleaxe|Maul
4770e4,Acolyte,2018-06-07T04:09:04Z,Wizard 7|Fighter 1,Wizard|Fighter,School of Necromancy,8,,53,17,10,15,13,18,10,9,Arcana|Investigation|Religion|Insight|Perception,Chaotic Neutral,N,C,,Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray of Sickness*1|False Life*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2|Enlarge/Reduce*2|Misty Step*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Flame Arrows*3|Blight*4|Phantasmal Killer*4,Dagger|Quarterstaff|Battleaxe|Rapier
1e10e4,Clan Crafter,2018-06-07T00:34:21Z,Barbarian 3,Barbarian,Path of the Berserker,3,,35,15,17,14,16,8,8,10,Athletics|History|Insight|Perception|Intimidation,Chaotic Neutral,N,C,Goliath,,Maul|Handaxe|Javelin
e90b81,Outlander,2018-06-10T15:03:42Z,Revised Ranger 7|Rogue 1,Revised Ranger|Rogue,Beast Conclave,8,,93,14,8,17,16,13,10,13,Athletics|Stealth|Investigation|Animal Handling|Perception|Survival,,N/A,N/A,,,Shortsword|Longbow
4770e4,Acolyte,2018-06-01T03:08:08Z,Wizard 6|Fighter 1,Wizard|Fighter,School of Necromancy,7,,47,17,10,15,13,18,10,9,Arcana|Investigation|Religion|Insight|Perception,Chaotic Neutral,N,C,,Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray of Sickness*1|False Life*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2|Enlarge/Reduce*2|Misty Step*2|Animate Dead*3|Vampiric Touch*3|Animate Dead*3|Life Transference*3,Dagger|Quarterstaff|Battleaxe
5bb250,Outlander,2018-06-01T03:07:38Z,Monk 10|Druid 5,Monk|Druid,Way of the Kensei|Circle of the Moon,15,,107,17,8,19,13,13,17,11,Athletics|Stealth|Nature|Perception|Survival,True Neutral,N,N,Elf,Druidcraft*0|Guidance*0|Mending*0|Poison Spray*0|Produce Flame*0|Resistance*0|Shillelagh*0|Thunderclap*0|Thorn Whip*0|Resistance*0|Mold Earth*0|Magic Stone*0|Gust*0|Frostbite*0|Goodberry*1|Cure Wounds*1|Ice Knife*1|Thunderwave*1|Entangle*1|Healing Word*1,Longbow|Blowgun
8080ea,Caravan Specialist,2018-06-22T04:27:17Z,Wizard 5,Wizard,School of Evocation,5,Magic Initiate,32,11,10,13,14,16,14,8,Arcana|Investigation|Animal Handling|Survival,Chaotic Neutral,N,C,Genasi,Control Flames*0|Fire Bolt*0|Frostbite*0|Mending*0|Mold Earth*0|Poison Spray*0|Produce Flame*0|Alarm*1|Burning Hands*1|Detect Magic*1|Identify*1|Magic Missile*1|Thunderwave*1|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Floating Disk*1|Witch Bolt*1|Mage Armor*1|Arcane Lock*2|Gust of Wind*2|Scorching Ray*2|Shatter*2|Fireball*3|LeomundÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Tiny Hut*3,Dagger
33ef30,Acolyte,2018-07-24T16:14:00Z,Cleric 4,Cleric,War Domain,4,War Caster,30,17,14,9,16,11,15,13,Religion|Insight|Perception|Persuasion,Neutral Good,G,N,Human,Guidance*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Command*1|Magic Weapon*2|Spiritual Weapon*2|Prayer of Healing*2|Augury*2,Mace|Dagger
78720b,Far Traveler,2018-06-21T07:02:45Z,Cleric 1,Cleric,Life Domain,1,,9,14,13,12,13,14,15,8,Religion|Insight|Medicine|Perception,,N/A,N/A,Elf,Bless*1|Cure Wounds*1,"Mace|Crossbow, Light"
8de568,Criminal,2018-08-24T09:35:16Z,Paladin 6|Bard 6|Warlock 3,Paladin|Bard|Warlock,Oath of Redemption|College of Lore|The Great Old One,15,Heavy Armor Master|Prodigy|Shield Master,122,16,18,12,14,8,13,18,Athletics|Acrobatics|Stealth|Insight|Perception|Survival|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Human,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2,Longsword|Javelin
33ef30,Acolyte,2018-08-07T20:48:19Z,Cleric 5,Cleric,War Domain,5,War Caster,38,17,14,9,16,11,15,13,Religion|Insight|Perception|Persuasion,Neutral Good,G,N,Human,Guidance*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Command*1|Magic Weapon*2|Spiritual Weapon*2|Prayer of Healing*2|Augury*2|CrusaderÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mantle*3|Spirit Guardians*3|Create Food and Water*3,Mace|Dagger
c22653,Urchin,2018-06-10T16:24:10Z,Wizard 4,Wizard,School of Necromancy,4,,24,13,10,16,14,16,12,9,Sleight of Hand|Stealth|Arcana|Insight|Perception,,N/A,N/A,Elf,,Quarterstaff
c9d2a7,Soldier,2018-06-10T19:50:00Z,Revised Ranger 5,Revised Ranger,Hunter Conclave,5,,44,15,10,18,15,12,14,8,Athletics|Insight|Perception|Survival|Intimidation,,N/A,N/A,Aarakocra,,Shortsword|Longbow
c42151,Haunted One,2018-07-31T22:40:03Z,Barbarian 1,Barbarian,,1,,14,14,17,14,14,12,10,8,Athletics|Investigation|Nature|Survival|Intimidation,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin
b91d54,Folk Hero,2018-06-21T13:41:09Z,Cleric 5,Cleric,Tempest Domain,5,War Caster,52,18,14,10,16,10,14,12,Religion|Animal Handling|Medicine|Survival,Lawful Good,G,L,Dwarf,Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Healing Word*1|Detect Magic*1|Gust of Wind*2|Shatter*2|Hold Person*2|Spiritual Weapon*2|Call Lightning*3|Sleet Storm*3|Dispel Magic*3|Mass Healing Word*3,"Warhammer|Crossbow, Light"
eae722,Sage,2018-07-26T06:46:39Z,Wizard 4|Fighter 1,Wizard|Fighter,School of Evocation,5,Tough,45,17,10,14,12,16,9,10,Arcana|History|Investigation|Medicine|Perception,Chaotic Neutral,N,C,Elf,Blade Ward*0|Fire Bolt*0|Frostbite*0|Sword Burst*0|Toll the Dead*0|Catapult*1|Detect Magic*1|False Life*1|Magic Missile*1|Thunderwave*1|Cloud of Daggers*2|Continual Flame*2|Crown of Madness*2|DragonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Breath*2|Invisibility*2|Magic Weapon*2|Shadow Blade*2|Shatter*2,Quarterstaff|Dagger|Longsword|Rapier
af45bc,Urban Bounty Hunter,2018-07-22T17:57:05Z,Wizard 1,Wizard,,1,,8,13,8,16,14,16,9,11,Stealth|Arcana|Investigation|Perception|Persuasion,Chaotic Neutral,N,C,Elf,Fire Bolt*0|Sword Burst*0|Toll the Dead*0|Detect Magic*1|False Life*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Thunderwave*1,Dagger
53f025,Soldier,2018-09-08T22:53:15Z,Paladin 4|Wizard 2,Paladin|Wizard,Oath of Conquest|War Magic,6,War Caster,58,16,13,15,12,14,11,13,Athletics|Insight|Intimidation|Persuasion,Neutral Evil,E,N,Tiefling,Create Bonfire*0|Sword Burst*0|Thaumaturgy*0|Armor of Agathys*1|Burning Hands*1|Command*1|False Life*1|Find Familiar*1|Magic Missile*1|Thunderwave*1,Greatsword|Longsword|Shortsword|Whip|Dagger
be80e1,Criminal,2018-07-24T21:44:25Z,Rogue 12,Rogue,Thief,12,,87,19,14,18,14,13,10,14,Sleight of Hand|Stealth|Deception|Persuasion,Chaotic Good,G,C,Halfling,,Shortsword|Shortbow|Dagger
088313,Soldier,2018-08-13T18:42:06Z,Fighter 7,Fighter,Champion,7,Squat Nimbleness,76,18,18,14,14,12,12,9,Athletics|Acrobatics|Insight|Intimidation,,N/A,N/A,Halfling,,"Maul|Longsword|Crossbow, Light"
ec42d6,Knight,2018-07-31T16:23:43Z,Fighter 3,Fighter,Eldritch Knight,3,,28,17,17,10,14,15,10,8,Athletics|Arcana|History|Animal Handling|Persuasion,True Neutral,N,N,Goliath,,"Greatsword|Crossbow, Heavy|Handaxe"
dc8d30,Entertainer,2018-08-29T01:19:14Z,Barbarian 2|Bard 8,Barbarian|Bard,College of Lore,10,War Caster|Tavern Brawler,89,13,18,10,16,8,8,14,Athletics|Acrobatics|Sleight of Hand|Perception|Survival|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin
2a41dd,Barbarian Tribe Member,2018-08-12T00:08:43Z,Barbarian 2,Barbarian,,2,,34,16,22,13,20,12,1,16,Athletics|Perception|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,War pick|Unarmed Strike|Javelin
22bf79,Acolyte,2018-07-24T22:37:38Z,Warlock 20,Warlock,The Celestial,20,,260,15,18,18,20,22,24,20,Sleight of Hand|Stealth|History|Religion|Insight|Perception|Deception|Performance|Persuasion,,N/A,N/A,Gnome,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mage Hand*0|Minor Illusion*0|Word of Radiance*0|Guidance*0|Spare the Dying*0|Cure Wounds*1|Guiding Bolt*1|Comprehend Languages*1|Illusory Script*1|Protection from Evil and Good*1|Mage Armor*1|Disguise Self*1|Flaming Sphere*2|Lesser Restoration*2|Invisibility*2|Misty Step*2|Levitate*2|Alter Self*2|Daylight*3|Revivify*3|Dispel Magic*3|Gaseous Form*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Dimension Door*4|Banishment*4|Polymorph*4|Flame Strike*5|Greater Restoration*5|Synaptic Static*5|Danse Macabre*5|Mass Suggestion*6|Crown of Stars*7|Feeblemind*8|Power Word Kill*9,Dagger
15435d,Folk Hero,2018-06-07T23:26:21Z,Barbarian 5,Barbarian,Path of the Berserker,5,,70,13,17,12,14,10,14,14,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Human,,Greataxe|Handaxe|Javelin
e1dc20,Charlatan,2018-06-07T23:24:06Z,Rogue 5,Rogue,Mastermind,5,Observant,40,14,8,16,10,16,13,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,True Neutral,N,N,Half-Elf,,Shortsword|Shortbow|Dagger
9de8a6,Sailor,2018-06-16T17:22:23Z,Fighter 5,Fighter,Champion,5,,65,16,9,17,17,10,13,13,Athletics|Acrobatics|Perception|Intimidation,,N/A,N/A,Human,,"Scimitar|Crossbow, Light"
5bc7e7,Acolyte,2018-07-29T20:12:07Z,Cleric 3,Cleric,Trickery Domain,3,,30,19,16,10,14,10,15,10,Religion|Insight|Medicine|Survival|Persuasion,,N/A,N/A,Tortle,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2,Mace|Light hammer
526f9c,Far Traveler,2018-07-22T19:45:18Z,Ranger 1,Ranger,,1,,10,12,16,13,13,14,9,14,Investigation|Animal Handling|Insight|Perception|Survival,,N/A,N/A,Human,,Shortsword|Longbow
7ed03c,Outlander,2018-07-15T05:06:57Z,Fighter 1|Rogue 2,Fighter|Rogue,,3,Dual Wielder,29,17,12,18,14,14,16,9,Athletics|Acrobatics|Stealth|Insight|Perception|Survival,,N/A,N/A,Human,,"Rapier|Dagger|Crossbow, Heavy|Crossbow, hand|Scimitar|Shortsword"
1e0f63,Soldier,2018-09-09T23:54:01Z,Ranger 5,Ranger,Hunter,5,,44,16,8,18,14,10,16,7,Athletics|Stealth|Investigation|Insight|Perception|Survival|Intimidation,Lawful Neutral,N,L,Half-Elf,HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Cure Wounds*1,Shortsword|Longbow
995acc,Haunted One,2018-07-17T15:25:53Z,Sorcerer 1,Sorcerer,Divine Soul,1,,8,12,10,15,14,13,16,17,Stealth|Investigation|Religion|Deception|Intimidation|Persuasion,,N/A,N/A,Kenku,Bane*1,Dagger
5528fb,Criminal,2018-07-09T20:31:06Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Dagger|Sling|Greatsword|Net"
49e236,Sailor,2018-08-30T16:21:25Z,Cleric 6,Cleric,Tempest Domain,6,Tavern Brawler,45,16,17,10,14,12,16,14,Athletics|History|Medicine|Perception,,N/A,N/A,Goliath,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3,"Warhammer|Crossbow, Light"
f7ec7d,Hermit,2018-07-06T01:00:27Z,Druid 1,Druid,,1,,13,15,10,16,18,11,18,5,Stealth|Nature|Medicine|Survival,,N/A,N/A,Dwarf,,Quarterstaff
f2bf0d,Sage,2018-07-07T07:00:11Z,Wizard 3,Wizard,School of Divination,3,,24,12,8,14,15,16,10,12,Arcana|History|Investigation|Religion|Persuasion,Chaotic Good,G,C,Genasi,Produce Flame*0|Toll the Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armor*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2,Dagger
5aa59d,Criminal,2018-07-28T22:51:58Z,Bard 1,Bard,,1,,10,13,11,14,14,12,14,19,Acrobatics|Stealth|Perception|Deception|Performance|Persuasion,,N/A,N/A,Aasimar,,Rapier|Dagger
422f4d,Hermit,2018-06-06T08:05:51Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,11,8,12,15,11,11,17,Arcana|Religion|Medicine|Deception,,N/A,N/A,Tiefling,,Dagger
c3ddc7,Barbarian Tribe Member,2018-07-01T17:24:05Z,Barbarian 5,Barbarian,Path of the Storm Herald,5,,76,21,16,16,20,12,8,12,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Triton,Fog Cloud*1|Gust of Wind*2|Wall of Water*3,Trident
87886c,Knight,2018-06-03T23:55:11Z,Barbarian 1,Barbarian,,1,,15,15,19,15,16,10,12,14,Athletics|Arcana|Intimidation|Persuasion,Chaotic Neutral,N,C,Dragonborn,,Greatsword|Unarmed Strike|Javelin
6b13fd,Sailor,2018-07-23T21:41:23Z,Rogue 1,Rogue,,1,,7,15,8,19,12,18,13,14,Athletics|Sleight of Hand|Perception|Deception,,N/A,N/A,Gnome,,Shortsword|Dagger
b0c395,Criminal,2018-07-25T09:08:30Z,Bard 3|Warlock 2,Bard|Warlock,College of Lore|The Great Old One,5,,28,14,8,16,10,14,12,16,Acrobatics|Sleight of Hand|Stealth|History|Investigation|Insight|Perception|Deception|Persuasion,,N/A,N/A,Half-Elf,Minor Illusion*0|Friends*0|Vicious Mockery*0|Eldritch Blast*0|Dissonant Whispers*1|Hex*1|Sleep*1|Charm Person*1|Healing Word*1|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1|Phantasmal Force*2|Suggestion*2,Rapier|Dagger
2a2fff,Faction Agent,2018-08-19T12:32:12Z,Fighter 7,Fighter,Eldritch Knight,7,Defensive Duelist,69,14,14,16,13,14,10,12,Arcana|Insight|Perception,Lawful Neutral,N,L,Elf,Mending*0|Ray of Frost*0|True Strike*0|Charm Person*1|Sleep*1|Mage Armor*1|Misty Step*2|Invisibility*2,Longbow|Scimitar|War pick
8476e3,Mercenary Veteran,2018-06-07T23:25:11Z,Paladin 5,Paladin,Oath of Devotion,5,,60,18,18,12,14,10,10,14,Athletics|Insight|Medicine|Persuasion,,N/A,N/A,Dragonborn,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword
32a85e,Far Traveler,2018-09-04T21:08:49Z,Sorcerer 6|Cleric 1,Sorcerer|Cleric,Divine Soul|Life Domain,7,,54,20,9,14,14,8,14,18,Religion|Insight|Perception|Persuasion,,N/A,N/A,Aasimar,Mage Hand*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Silence*2|Counterspell*3|Slow*3|Mass Healing Word*3,Dagger
a18c47,Cloistered Scholar,2018-06-13T01:09:44Z,Wizard 16,Wizard,School of Necromancy,16,War Caster|Second Chance,144,11,10,13,16,20,13,13,Arcana|History|Investigation|Religion,,N/A,N/A,Halfling,Animate Dead*3,Dagger
b1bd6b,Hermit,2018-08-01T01:25:29Z,Monk 20,Monk,Way of the Four Elements,20,Mobile|Observant,200,20,13,20,15,12,21,11,Acrobatics|History|Religion|Insight|Medicine,,N/A,N/A,Human,,Dagger|Dart|Unarmed Strike
d00272,City Watch,2018-06-12T19:00:05Z,Fighter 4,Fighter,Battle Master,4,Magic Initiate,37,17,14,14,15,13,10,9,Athletics|History|Insight|Perception,Lawful Neutral,N,L,Gnome,Eldritch Blast*0|Poison Spray*0|Armor of Agathys*1,"Glaive|Battleaxe|Crossbow, Light|Greatsword"
3778bb,Noble,2018-07-26T20:39:55Z,Warlock 10,Warlock,The Hexblade,10,,73,16,10,13,14,12,10,20,Arcana|History|Investigation|Persuasion,True Neutral,N,N,Tiefling,Mage Hand*0|Eldritch Blast*0|Toll the Dead*0|Chill Touch*0|Shield*1|Armor of Agathys*1|Hellish Rebuke*1|Unseen Servant*1|Arcane Lock*2|Misty Step*2|Gaseous Form*3|Banishment*4|Sickening Radiance*4|Synaptic Static*5,"Crossbow, Light|Dagger|Rapier"
138968,Sage,2018-06-02T05:50:04Z,Wizard 10,Wizard,School of Necromancy,10,,62,12,11,14,15,20,13,9,Arcana|History|Religion|Insight,,N/A,N/A,Human,Animate Dead*3,Quarterstaff
0b1cdb,Mercenary Veteran,2018-08-16T23:01:35Z,Paladin 8,Paladin,OathBreaker,8,,89,16,17,15,17,10,10,12,Athletics|Insight|Intimidation|Persuasion,,N/A,N/A,Dragonborn,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2,Greatsword|Longbow|Dagger
8063b1,City Watch,2018-06-24T04:07:27Z,Cleric 8,Cleric,Life Domain,8,,80,20,15,11,14,11,16,11,Athletics|Religion|Insight|Medicine,Neutral Good,G,N,Dragonborn,Spare the Dying*0|Light*0|Resistance*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Blindness/Deafness*2|Beacon of Hope*3|Revivify*3|Bestow Curse*3|Death Ward*4|Guardian of Faith*4,"Mace|Crossbow, Light"
ac7f5a,Outlander,2018-07-16T08:10:35Z,Rogue 5,Rogue,Assassin,5,,28,14,10,17,10,13,14,14,Athletics|Sleight of Hand|Stealth|Animal Handling|Perception|Survival|Deception,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
a8afd6,Urban Bounty Hunter,2018-07-26T17:19:16Z,Fighter 3|Barbarian 1,Fighter|Barbarian,Battle Master,4,,37,16,15,10,14,9,12,15,Insight|Perception|Intimidation|Persuasion,,N/A,N/A,Tiefling,,Longbow|Greatsword|Trident|Handaxe
aa2976,Acolyte,2018-09-09T00:54:17Z,Cleric 6,Cleric,Life Domain,6,Heavy Armor Master|War Caster,0,20,16,8,14,10,16,10,Arcana|History|Religion|Insight|Medicine,Chaotic Good,G,C,Human,Spare the Dying*0|Guidance*0|Light*0|Mending*0|Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,Handaxe|Morningstar
83d63d,Noble,2018-08-30T21:10:33Z,Cleric 7,Cleric,Death Domain,7,,52,17,10,18,14,12,18,18,History|Religion|Insight|Deception|Persuasion,Chaotic Good,G,C,Elf,Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4,War pick|Rapier
f80d2d,Outlander,2018-06-23T21:07:19Z,Mystic 1,Mystic,Order of the Immortal,1,,8,14,9,16,10,12,16,12,Athletics|Acrobatics|Insight|Medicine|Survival,,N/A,N/A,Half-Elf,,Spear|Dart
aeda91,Outlander,2018-07-11T23:03:09Z,Rogue 5|Fighter 4,Rogue|Fighter,Assassin|Arcane Archer,9,Sharpshooter,61,15,10,18,13,13,14,11,Athletics|Sleight of Hand|Stealth|Nature|Perception|Survival,,N/A,N/A,Human,,Shortsword|Shortbow|Dagger
